id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
0051A5C8,0x851A5C8,main-text,,22,10,But it had no effect!,,,untranslated, [ptr:0x5203a4]
0051A5E0,0x851A5E0,main-text,,34,16,[fd13]'s ability[/n]had no effect on [fd11]!,,,untranslated, [ptr:0x5203a8]
0051A604,0x851A604,main-text,,32,15,[fd1c] [fd1d] and[/n][fd2e] [fd2f][/l]were defeated![/p],,,untranslated, [ptr:0x9178c;0x5203ac]
0051A628,0x851A628,main-text,,41,20,[fd0f] appears incapable[/n]of using its power!,,,untranslated, [ptr:0x5203b4]
0051A654,0x851A654,main-text,,30,14,A glint appears in[/n][fd13]'s eyes!,,,untranslated, [ptr:0x5203b8]
0051A674,0x851A674,main-text,,29,14,[fd13] is getting into[/n]position!,,,untranslated, [ptr:0x5203bc]
0051A694,0x851A694,main-text,,26,12,[fd13] began growling deeply!,,,untranslated, [ptr:0x5203c0]
0051A6B0,0x851A6B0,main-text,,22,10,[fd13] is eager for more!,,,untranslated, [ptr:0x5203c4]
0051A6C8,0x851A6C8,main-text,,53,26,[unk:fd05] defeated the opponent[/n][劲敌] in a Referee's decision!,,,untranslated, [ptr:0x5203c8]
0051A700,0x851A700,main-text,,52,25,[unk:fd05] lost to the opponent[/n][劲敌] in a Referee's decision!,,,untranslated, [ptr:0x5203cc]
0051A734,0x851A734,main-text,,49,24,[unk:fd05] tied the opponent[/n][劲敌] in a Referee's decision!,,,untranslated, [ptr:0x5203d0]
0051A768,0x851A768,main-text,,50,24,Would you like to forfeit the match[/n]and quit now?,,,untranslated, [ptr:0x5203d4]
0051A79C,0x851A79C,main-text,,24,11,[fd23] forfeited the match!,,,untranslated, [ptr:0x5203d8]
0051A7B4,0x851A7B4,main-text,,63,31,[buffer2] was transferred to[/n]Someone's PC.[/p]It was placed in[/n]Box “[buffer1].”,,,untranslated, [ptr:0x353ca3;0x5203dc;0xaf4fbc]
0051A7F4,0x851A7F4,main-text,,63,31,[buffer2] was transferred to[/n]Lanette's PC.[/p]It was placed in[/n]Box “[buffer1].”,,,untranslated, [ptr:0x353cce;0x5203e0;0xaf4fc0]
0051A834,0x851A834,main-text,,67,33,Box “[buffer3]” on[/n]Someone's PC was full.[/p][buffer2] was transferred to[/n]Box “[buffer1].”,,,untranslated, [ptr:0x353cb5;0x5203e4;0xaf4fc4]
0051A878,0x851A878,main-text,,67,33,Box “[buffer3]” on[/n]Lanette's PC was full.[/p][buffer2] was transferred to[/n]Box “[buffer1].”,,,untranslated, [ptr:0x353ce0;0x5203e8;0xaf4fc8]
0051A8C4,0x851A8C4,main-text,,38,18,[fd10] endured[/n]the hit using its ability!,,,untranslated, [ptr:0x5203f4]
0051A8EC,0x851A8EC,main-text,,39,19,[fd0f] became fully charged[/n]due to its [fd16]!,,,untranslated, [ptr:0x5203f8]
0051A914,0x851A914,main-text,,23,11,[fd0f] was hurt[/n]by its [fd16]!,,,untranslated, [ptr:0x5203fc]
0051A92C,0x851A92C,main-text,,33,16,[fd11] was badly[/n]poisoned by the [fd16]!,,,untranslated, [ptr:0x520400]
0051A950,0x851A950,main-text,,25,12,[fd11] was burned[/n]by the [fd16]!,,,untranslated, [ptr:0x520404]
0051A96C,0x851A96C,main-text,,19,9,[fd10]'s [fd19] activates!,,,untranslated, [ptr:0x520408]
0051A980,0x851A980,main-text,,21,10,Gravity intensified!,,,untranslated, [ptr:0x52040c]
0051A998,0x851A998,main-text,,19,9,[fd10] was[/n]identified!,,,untranslated, [ptr:0x520410]
0051A9AC,0x851A9AC,main-text,,12,5,[fd10] woke up!,[fd10]醒来了!,,machine-translated, [ptr:0x520414]
0051A9B8,0x851A9B8,main-text,,26,12,[fd0f] stole and[/n]ate [fd10]'s [fd16]!,,,untranslated, [ptr:0x520418]
0051A9D4,0x851A9D4,main-text,,39,19,The tailwind blew from[/n]behind [fd38] team!,,,untranslated, [ptr:0x52041c]
0051A9FC,0x851A9FC,main-text,,22,10,[fd0f] went back[/n]to [fd36] [fd35],,,untranslated, [ptr:0x520420]
0051AA14,0x851AA14,main-text,,28,13,[fd10] can't use[/n]items anymore!,,,untranslated, [ptr:0x520424]
0051AA30,0x851AA30,main-text,,17,8,[fd0f] flung its[/n][fd16]!,,,untranslated, [ptr:0x520428]
0051AA44,0x851AA44,main-text,,31,15,[fd10] was prevented[/n]from healing!,,,untranslated, [ptr:0x52042c]
0051AA64,0x851AA64,main-text,,36,17,[fd0f] switched its[/n]Attack and Defense!,,,untranslated, [ptr:0x520430]
0051AA88,0x851AA88,main-text,,29,14,[fd10]'s ability[/n]was suppressed!,,,untranslated, [ptr:0x520434]
0051AAA8,0x851AAA8,main-text,,44,21,The [fd14] shielded [fd38][/n]team from critical hits!,,,untranslated, [ptr:0x520438]
0051AAD4,0x851AAD4,main-text,,71,35,[fd0f] switched all its[/n]changes to its Attack and[/p]Sp. Atk with the target!,,,untranslated, [ptr:0x52043c]
0051AB1C,0x851AB1C,main-text,,72,35,[fd0f] switched all its[/n]changes to its Defense and[/p]Sp. Def with the target!,,,untranslated, [ptr:0x520440]
0051AB64,0x851AB64,main-text,,16,7,[fd10] acquired[/n][fd19]!,,,untranslated, [ptr:0x520444]
0051AB74,0x851AB74,main-text,,66,32,Poison Spikes were scattered all[/n]around the opposing team's feet!,,,untranslated, [ptr:0x520448]
0051ABB8,0x851ABB8,main-text,,42,20,[fd0f] switched stat changes[/n]with the target!,,,untranslated, [ptr:0x52044c]
0051ABE4,0x851ABE4,main-text,,43,21,[fd0f] surrounded itself[/n]with a veil of water!,,,untranslated, [ptr:0x520450]
0051AC10,0x851AC10,main-text,,34,16,[fd0f] levitated on[/n]electromagnetism!,,,untranslated, [ptr:0x520454]
0051AC34,0x851AC34,main-text,,27,13,[fd0f] twisted[/n]the dimensions!,,,untranslated, [ptr:0x520458]
0051AC50,0x851AC50,main-text,,48,23,Pointed stones float in the air[/n]around [fd3b] team!,,,untranslated, [ptr:0x52045c]
0051AC80,0x851AC80,main-text,,41,20,It became cloaked in mystical[/n]moonlight!,,,untranslated, [ptr:0x520460]
0051ACAC,0x851ACAC,main-text,,37,18,[fd10] became[/n]trapped by swirling magma!,,,untranslated, [ptr:0x520464]
0051ACD4,0x851ACD4,main-text,,23,11,[fd0f] vanished[/n]instantly!,,,untranslated, [ptr:0x520468]
0051ACEC,0x851ACEC,main-text,,22,10,[fd14] protected[/n][fd38] team!,,,untranslated, [ptr:0x52046c]
0051AD04,0x851AD04,main-text,,37,18,[fd0f] shared its[/n]guard with the target!,,,untranslated, [ptr:0x520470]
0051AD2C,0x851AD2C,main-text,,37,18,[fd0f] shared its[/n]power with the target!,,,untranslated, [ptr:0x520474]
0051AD54,0x851AD54,main-text,,77,38,It created a bizarre area in which the[/n]Defense and Sp.Def stats are swapped!,,,untranslated, [ptr:0x520478]
0051ADA4,0x851ADA4,main-text,,18,8,[fd0f] became nimble!,,,untranslated, [ptr:0x52047c]
0051ADB8,0x851ADB8,main-text,,28,13,[fd10] was hurled[/n]into the air!,,,untranslated, [ptr:0x520480]
0051ADD4,0x851ADD4,main-text,,76,37,It created a bizarre area in which[/n]Pokémon's held items lose their effects!,,,untranslated, [ptr:0x520484]
0051AE20,0x851AE20,main-text,,23,11,[fd10] fell[/n]straight down!,,,untranslated, [ptr:0x520488]
0051AE38,0x851AE38,main-text,,33,16,[fd10] transformed[/n]into the [fd00] type!,[fd10][/n]的[fd00]击中了对手!,,machine-translated, [ptr:0x52048c]
0051AE5C,0x851AE5C,main-text,,20,9,[fd10] acquired[/n]Simple!,,,untranslated, [ptr:0x520490]
0051AE70,0x851AE70,main-text,,24,11,[fd10][/n]took the kind offer!,,,untranslated, [ptr:0x520494]
0051AE88,0x851AE88,main-text,,32,15,[fd10]'s stat changes[/n]were removed!,,,untranslated, [ptr:0x520498]
0051AEA8,0x851AEA8,main-text,,27,13,[fd0f] and[/n][fd13] switched places!,,,untranslated, [ptr:0x52049c]
0051AEC4,0x851AEC4,main-text,,22,10,[fd10]'s HP was restored!,,,untranslated, [ptr:0x5204a0]
0051AEDC,0x851AEDC,main-text,,25,12,[fd0f] took[/n][fd10] into the sky!,,,untranslated, [ptr:0x5204a4]
0051AEF8,0x851AEF8,main-text,,32,15,[fd10] was freed[/n]from the Sky Drop!,,,untranslated, [ptr:0x5204a8]
0051AF18,0x851AF18,main-text,,25,12,[fd10]'s move[/n]was postponed!,,,untranslated, [ptr:0x5204ac]
0051AF34,0x851AF34,main-text,,33,16,[fd10]'s type[/n]changed to match [fd0f]'s!,,,untranslated, [ptr:0x5204b0]
0051AF58,0x851AF58,main-text,,23,11,[fd10] received [fd16][/n]from [fd0f],,,untranslated, [ptr:0x5204b4]
0051AF70,0x851AF70,main-text,,24,11,[fd0f] can[/n]use items again!,,,untranslated, [ptr:0x5204b8]
0051AF88,0x851AF88,main-text,,17,8,electromagnetism,,,untranslated, [ptr:0x5204bc]
0051AF9C,0x851AF9C,main-text,,18,8,[fd0f]'s [fd00][/n]wore off!,,,untranslated, [ptr:0x5204c0]
0051AFB0,0x851AFB0,main-text,,35,17,[fd0f] was freed[/n]from the telekinesis!,,,untranslated, [ptr:0x5204c4]
0051AFD4,0x851AFD4,main-text,,32,15,[fd37] team's tailwind[/n]petered out!,,,untranslated, [ptr:0x5204c8]
0051AFF4,0x851AFF4,main-text,,32,15,[fd37] team's Lucky Chant[/n]wore off!,,,untranslated, [ptr:0x5204cc]
0051B014,0x851B014,main-text,,43,21,The twisted dimensions returned to[/n]normal!,,,untranslated, [ptr:0x5204d0]
0051B040,0x851B040,main-text,,72,35,"Wonder Room wore off, and Defense[/n]and Sp. Def stats returned to normal!",,,untranslated, [ptr:0x5204d4]
0051B088,0x851B088,main-text,,65,32,"Magic Room wore off, and held items'[/n]effects returned to normal!",,,untranslated, [ptr:0x5204d8]
0051B0CC,0x851B0CC,main-text,,37,18,The effects of Mud Sport have faded.,,,untranslated, [ptr:0x5204dc]
0051B0F4,0x851B0F4,main-text,,39,19,The effects of Water Sport have faded.,,,untranslated, [ptr:0x5204e0]
0051B11C,0x851B11C,main-text,,28,13,Gravity returned to normal!,,,untranslated, [ptr:0x5204e4]
0051B138,0x851B138,main-text,,28,13,Aqua Ring restored[/n][fd0f]'s HP!,,,untranslated, [ptr:0x5204e8]
0051B154,0x851B154,main-text,,22,10,[fd10]'s Aurora[/n]wore off!,,,untranslated, [ptr:0x5204ec]
0051B16C,0x851B16C,main-text,,50,24,The electricity disappeared[/n]from the battlefield.,,,untranslated, [ptr:0x5204f0]
0051B1A0,0x851B1A0,main-text,,43,21,The mist disappeared[/n]from the battlefield.,,,untranslated, [ptr:0x5204f4]
0051B1CC,0x851B1CC,main-text,,48,23,The weirdness disappeared[/n]from the battlefield.,,,untranslated, [ptr:0x5204f8]
0051B1FC,0x851B1FC,main-text,,44,21,The grass disappeared[/n]from the battlefield.,,,untranslated, [ptr:0x5204fc]
0051B228,0x851B228,main-text,,28,13,[fd10]'s ability[/n]raised its [fd43]!,,,untranslated, [ptr:0x520500]
0051B244,0x851B244,main-text,,27,13,[fd10]'s ability maxed[/n]its [fd43]!,,,untranslated, [ptr:0x520504]
0051B260,0x851B260,main-text,,28,13,[fd0f]'s ability[/n]raised its [fd43]!,,,untranslated, [ptr:0x520508]
0051B27C,0x851B27C,main-text,,38,18,The poisoning healed [fd0f][/n]a little bit!,,,untranslated, [ptr:0x52050c]
0051B2A4,0x851B2A4,main-text,,23,11,[fd10] is tormented[/n]by [fd00]!,,,untranslated, [ptr:0x520510]
0051B2BC,0x851B2BC,main-text,,20,9,[fd13] breaks the mold!,,,untranslated, [ptr:0x520514]
0051B2D0,0x851B2D0,main-text,,33,16,[fd13] is radiating[/n]a bursting aura!,,,untranslated, [ptr:0x520518]
0051B2F4,0x851B2F4,main-text,,32,15,[fd13] is radiating[/n]a blazing aura!,,,untranslated, [ptr:0x52051c]
0051B314,0x851B314,main-text,,23,11,[fd13] can't get it going!,,,untranslated, [ptr:0x520520]
0051B32C,0x851B32C,main-text,,33,16,[fd0f] finally got[/n]its act together!,,,untranslated, [ptr:0x520524]
0051B350,0x851B350,main-text,,33,16,The [fd0f]'s ability[/n]takes its toll!,,,untranslated, [ptr:0x520528]
0051B374,0x851B374,main-text,,12,5,[fd0f] is hurt!,,,untranslated, [ptr:0x52052c]
0051B380,0x851B380,main-text,,30,14,[fd13] shuddered[/n]in anticipation!,,,untranslated, [ptr:0x520530]
0051B3A0,0x851B3A0,main-text,,35,17,Ability alerted [fd13][/n]to the [fd10]'s [fd00]!,,,untranslated, [ptr:0x520534]
0051B3C4,0x851B3C4,main-text,,38,18,[fd0f]'s Ice Body[/n]healed it a little bit!,,,untranslated, [ptr:0x520538]
0051B3EC,0x851B3EC,main-text,,20,9,It started to hail!,下起了冰雹!,,machine-translated, [ptr:0x52053c]
0051B400,0x851B400,main-text,,32,15,[fd0f] frisked [fd10] and[/n]found its [fd16]!,,,untranslated, [ptr:0x520540]
0051B420,0x851B420,main-text,,47,23,The opposing team is too nervous[/n]to use items!,,,untranslated, [ptr:0x520544]
0051B450,0x851B450,main-text,,21,10,[fd0f] harvested[/n]its [fd16]!,,,untranslated, [ptr:0x520548]
0051B468,0x851B468,main-text,,28,13,[fd0f]'s ability[/n]raised its [fd43]!,,,untranslated, [ptr:0x52054c]
0051B484,0x851B484,main-text,,28,13,The [fd10] bounced the[/n][fd0f] back!,,,untranslated, [ptr:0x520550]
0051B4A0,0x851B4A0,main-text,,41,20,[fd0f]'s [fd18] transformed[/n]it into the [fd00] type!,,,untranslated, [ptr:0x520554]
0051B4CC,0x851B4CC,main-text,,35,17,[fd0f] passed its [fd16][/n]to [fd13] through [fd18]!,,,untranslated, [ptr:0x520558]
0051B4F0,0x851B4F0,main-text,,28,13,Pointed stones dug into[/n][fd3f]!,,,untranslated, [ptr:0x52055c]
0051B50C,0x851B50C,main-text,,58,28,The poison spikes disappeared[/n]from around [fd38] team's feet!,,,untranslated, [ptr:0x520560]
0051B548,0x851B548,main-text,,17,8,[fd3f] was poisoned!,[fd3f] was 中毒ed!,,machine-translated, [ptr:0x520564]
0051B55C,0x851B55C,main-text,,31,15,[fd13] was[/n]caught in a Sticky Web!,,,untranslated, [ptr:0x520568]
0051B57C,0x851B57C,main-text,,35,17,The healing wish came true[/n]for [fd0f]!,,,untranslated, [ptr:0x52056c]
0051B5A0,0x851B5A0,main-text,,20,9,[fd0f] regained health!,,,untranslated, [ptr:0x520570]
0051B5B4,0x851B5B4,main-text,,41,20,[fd0f] became cloaked[/n]in mystical moonlight!,,,untranslated, [ptr:0x520574]
0051B5E0,0x851B5E0,main-text,,42,20,[fd0f]'s [fd00] was disabled[/n]by [fd10]'s Cursed Body!,,,untranslated, [ptr:0x520578]
0051B60C,0x851B60C,main-text,,16,7,[fd0f] acquired [fd17]!,,,untranslated, [ptr:0x52057c]
0051B61C,0x851B61C,main-text,,29,14,[fd10]'s ability[/n]lowered its [fd43]!,,,untranslated, [ptr:0x520580]
0051B63C,0x851B63C,main-text,,25,12,[fd10]'s [fd43][/n]won't go higher!,,,untranslated, [ptr:0x520584]
0051B658,0x851B658,main-text,,42,20,[fd0f]'s [fd14] was[/n]bounced back by [fd10]'s[/l]ability!,,,untranslated, [ptr:0x520588]
0051B684,0x851B684,main-text,,33,16,[fd0f] transformed into[/n][fd10] using [fd17]!,,,untranslated, [ptr:0x52058c]
0051B6A8,0x851B6A8,main-text,,52,25,[fd16]'s effects prevent[/n]status moves from being used![/p],,,untranslated, [ptr:0x520590]
0051B6DC,0x851B6DC,main-text,,37,18,[fd0f] can't use [fd14][/n]because of gravity![/p],,,untranslated, [ptr:0x520594]
0051B704,0x851B704,main-text,,32,15,[fd0f] was[/n]prevented from healing![/p],,,untranslated, [ptr:0x520598]
0051B724,0x851B724,main-text,,35,17,This move effect is not done yet![/p],,,untranslated, [ptr:0x52059c]
0051B748,0x851B748,main-text,,55,27,A sticky web spreads out on the[/n]ground around [fd3b] team!,,,untranslated, [ptr:0x5205a0]
0051B780,0x851B780,main-text,,41,20,The timeline can no longer be[/n]distorted!,,,untranslated, [ptr:0x5205a4]
0051B7AC,0x851B7AC,main-text,,27,13,[fd0f] blew away[/n]Toxic Spikes!,,,untranslated, [ptr:0x5205a8]
0051B7C8,0x851B7C8,main-text,,25,12,[fd0f] blew away[/n]Sticky Web!,,,untranslated, [ptr:0x5205ac]
0051B7E4,0x851B7E4,main-text,,27,13,[fd0f] blew away[/n]Stealth Rock!,,,untranslated, [ptr:0x5205b0]
0051B800,0x851B800,main-text,,42,20,A deluge of ions showers[/n]the battlefield!,,,untranslated, [ptr:0x5205b4]
0051B82C,0x851B82C,main-text,,37,18,[fd10]'s stat changes were[/n]all reversed!,,,untranslated, [ptr:0x5205b8]
0051B854,0x851B854,main-text,,36,17,Mist swirled about[/n]the battlefield!,,,untranslated, [ptr:0x5205bc]
0051B878,0x851B878,main-text,,37,18,Grass grew to cover[/n]the battlefield!,,,untranslated, [ptr:0x5205c0]
0051B8A0,0x851B8A0,main-text,,49,24,An electric current runs across[/n]the battlefield!,,,untranslated, [ptr:0x5205c4]
0051B8D4,0x851B8D4,main-text,,27,13,The battlefield got weird!,场地变得诡异了!,,machine-translated, [ptr:0x5205c8]
0051B8F0,0x851B8F0,main-text,,38,18,The [fd10]'s moves[/n]have been electrified!,,,untranslated, [ptr:0x5205cc]
0051B918,0x851B918,main-text,,39,19,[fd0f]'s [fd16] is[/n]reacting to [fd35]'s Mega Ring!,,,untranslated, [ptr:0x5205d0]
0051B940,0x851B940,main-text,,34,16,[fd0f] has Mega Evolved into[/n]Mega [fd00]!,,,untranslated, [ptr:0x5205d4]
0051B964,0x851B964,main-text,,13,6,drastically ,大幅 ,,machine-translated, [ptr:0x5205d8]
0051B974,0x851B974,main-text,,10,4,severely ,极大 ,,machine-translated, [ptr:0x5205dc]
0051B980,0x851B980,main-text,,49,24,[fd10] has been afflicted[/n]with an infestation by [fd0f]!,,,untranslated, [ptr:0x5205e0]
0051B9B4,0x851B9B4,main-text,,24,11,It had no effect[/n]on [fd10]!,,,untranslated, [ptr:0x5205e4]
0051B9CC,0x851B9CC,main-text,,28,13,The bursting flames[/n]hit [fd13]!,,,untranslated, [ptr:0x5205e8]
0051B9E8,0x851B9E8,main-text,,24,11,[fd10] received [fd16][/n]from [fd0f]!,,,untranslated, [ptr:0x5205ec]
0051BA00,0x851BA00,main-text,,25,12,[fd00] type was added to[/n][fd10]!,,,untranslated, [ptr:0x5205f0]
0051BA1C,0x851BA1C,main-text,,23,11,[fd10] fell for[/n]the feint!,,,untranslated, [ptr:0x5205f4]
0051BA34,0x851BA34,main-text,,18,8,[fd0f] cannot[/n]use [fd14]!,,,untranslated, [ptr:0x5205f8]
0051BA48,0x851BA48,main-text,,25,12,[fd10] is covered in powder!,,,untranslated, [ptr:0x5205fc]
0051BA64,0x851BA64,main-text,,63,31,"When the flame touched the powder[/n]on the Pokémon, it exploded!",,,untranslated, [ptr:0x520600]
0051BAA4,0x851BAA4,main-text,,23,11,Belch cannot be used![/p],,,untranslated, [ptr:0x520604]
0051BABC,0x851BABC,main-text,,37,18,[fd0f] stole the target's[/n]boosted stats!,,,untranslated, [ptr:0x520608]
0051BAE4,0x851BAE4,main-text,,43,21,[fd10] can't stay airborne[/n]because of gravity!,,,untranslated, [ptr:0x52060c]
0051BB10,0x851BB10,main-text,,44,21,[fd10] surrounds itself[/n]with a protective mist!,,,untranslated, [ptr:0x520610]
0051BB3C,0x851BB3C,main-text,,36,17,[fd0f] is healed[/n]by the grassy terrain!,,,untranslated, [ptr:0x520614]
0051BB60,0x851BB60,main-text,,46,22,[fd10] surrounds itself[/n]with electrified terrain!,,,untranslated, [ptr:0x520618]
0051BB90,0x851BB90,main-text,,42,20,[fd10] surrounds itself[/n]with psychic terrain!,,,untranslated, [ptr:0x52061c]
0051BBBC,0x851BBBC,main-text,,37,18,[fd10] is not affected[/n]thanks to its [fd16]!,,,untranslated, [ptr:0x520620]
0051BBE4,0x851BBE4,main-text,,44,21,[fd10] surrounded itself[/n]with a veil of petals!,,,untranslated, [ptr:0x520624]
0051BC10,0x851BC10,main-text,,47,23,[fd10] surrounded itself[/n]with a veil of sweetness!,,,untranslated, [ptr:0x520628]
0051BC40,0x851BC40,main-text,,37,18,[fd10] is protected[/n]by an aromatic veil!,,,untranslated, [ptr:0x52062c]
0051BC68,0x851BC68,main-text,,21,10,"Congratulations, [fd23]!",,,untranslated, [ptr:0x520630]
0051BC80,0x851BC80,main-text,,35,17,[fd0f] used the move[/n]instructed by [fd00]!,,,untranslated, [ptr:0x520634]
0051BCA4,0x851BCA4,main-text,,36,17,[fd0f] can[/n]use sound-based moves again!,,,untranslated, [ptr:0x520638]
0051BCC8,0x851BCC8,main-text,,37,18,[fd12] can't use[/n][fd14] due to Throat Chop![/p],[fd12] can't use[/n][fd14] due to 地狱突刺![/p],,machine-translated, [ptr:0x52063c]
0051BCF0,0x851BCF0,main-text,,27,13,[fd0f][/n]concentrated intensely!,,,untranslated, [ptr:0x520640]
0051BD0C,0x851BD0C,main-text,,28,13,[fd16] strengthened[/n][fd0f]'s power!,,,untranslated, [ptr:0x520644]
0051BD28,0x851BD28,main-text,,30,14,[fd16] weakened the damage[/n]to [fd10]!,,,untranslated, [ptr:0x520648]
0051BD48,0x851BD48,main-text,,15,7,[fd10] ate its [fd16]!,,,untranslated, [ptr:0x52064c]
0051BD58,0x851BD58,main-text,,34,16,[fd13] floats in the air[/n]with its [fd16]!,,,untranslated, [ptr:0x520650]
0051BD7C,0x851BD7C,main-text,,16,7,[fd10]'s [fd16] popped!,,,untranslated, [ptr:0x520654]
0051BD8C,0x851BD8C,main-text,,22,10,[fd11]'s [fd16][/n]was burnt up!,[fd11]'s [fd16][/n]was 灼伤t up!,,machine-translated, [ptr:0x520658]
0051BDA4,0x851BDA4,main-text,,26,12,[fd0f] stole and ate[/n][fd11]'s [fd16]!,,,untranslated, [ptr:0x52065c]
0051BDC0,0x851BDC0,main-text,,24,11,[fd10]'s Illusion wore off!,,,untranslated, [ptr:0x520660]
0051BDD8,0x851BDD8,main-text,,23,11,[fd0f] cured[/n][fd10]'s problem!,,,untranslated, [ptr:0x520664]
0051BDF0,0x851BDF0,main-text,,22,10,[fd0f] burned itself out!,,,untranslated, [ptr:0x520668]
0051BE08,0x851BE08,main-text,,32,15,[fd0f]'s Healer[/n]cured [fd13]'s problem!,,,untranslated, [ptr:0x52066c]
0051BE28,0x851BE28,main-text,,28,13,[fd13]'s ability[/n]raised its [fd43]!,,,untranslated, [ptr:0x520670]
0051BE44,0x851BE44,main-text,,24,11,[fd3f]'s[/n][fd17] was taken over!,,,untranslated, [ptr:0x520674]
0051BE5C,0x851BE5C,main-text,,23,11,[fd0f] is absorbing power!,,,untranslated, [ptr:0x520678]
0051BE74,0x851BE74,main-text,,54,26,No one will be able to run away[/n]during the next turn!,,,untranslated, [ptr:0x52067c]
0051BEAC,0x851BEAC,main-text,,29,14,[fd13] fell in love[/n]from the [fd16]!,,,untranslated, [ptr:0x520680]
0051BECC,0x851BECC,main-text,,39,19,[fd0f] became cloaked[/n]in a freezing light!,,,untranslated, [ptr:0x520684]
0051BEF4,0x851BEF4,main-text,,29,14,[fd10]'s stats[/n]were not lowered!,,,untranslated, [ptr:0x520688]
0051BF14,0x851BF14,main-text,,34,16,[fd35]'s fervent wish[/n]has reached [fd0f]!,,,untranslated, [ptr:0x52068c]
0051BF38,0x851BF38,main-text,,36,17,The effects of weather[/n]disappeared.,,,untranslated, [ptr:0x520690]
